Geo Point;Nom;Boissons;Site web;Téléphone;Horaires;Accessible PMR;PMR (description);Toilettes PMR;Id Wikidata;Id Wikipédia;Code postal;other_tags
50.886887,1.6582759999999999;Les Sables d'Opale;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
46.466282,-0.8039885;Café Dauphin;;;;;;;;;;;"{""building"": ""yes"", ""smoking"": ""no"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
46.886698,-1.321715;Le Lycanthrope;;;;;;;;;;85260;"{""addr:housenumber"": ""4"", ""building"": ""yes"", ""addr:city"": ""Les Brouzils"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Rue Georges Clemenceau""}"
50.350476,3.5077115;Le Feu au Lac;;;;;;;;;;;"{""building"": ""yes"", ""food"": ""yes"", ""outdoor_seating"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
49.6401145,-1.622873;Le Solier;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
48.7622345,2.6636205;City Bowling d'Oz;;http://www.city-bowling.fr/;;"Lundi-Jeudi 14h00-01h00; Vendredi-Samedi 14h00-03h00; Dimanche 10h00-01h00";;;;;;77330;"{""addr:housenumber"": ""1"", ""building"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/City-Bowling-dOz-116631181719663/"", ""sport"": ""9pin"", ""contact:fax"": ""+33 1 60 28 12 96"", ""addr:city"": ""Ozoir-la-Ferri\u00e8re"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""contact:phone"": ""+33 1 60 28 11 91"", ""addr:street"": ""Rue de la Ferme du Presbyt\u00e8re""}"
48.71141,6.1627035;;Kronenbourg;;;;;;;;;;"{""building"": ""yes"", ""shop"": ""newsagent"", ""lottery"": ""yes"", ""tobacco"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011;survey""}"
48.5917175,6.4931194;Le Progrés;;;;;;;;;;;"{""addr:housenumber"": ""9"", ""building"": ""yes"", ""source"": ""extraction vectorielle v1 cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadas. Mise \u00e0 jour : 2010""}"
51.0189755,2.3800974999999998;La Terrasse;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
47.8741795,-3.918779;Bar du Port;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011""}"
46.1575805,-1.150118;Le Dock;;;;;;;;;;17000;"{""addr:housenumber"": ""15"", ""building"": ""yes"", ""addr:city"": ""La Rochelle"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Quai Valin""}"
45.8781775,-0.6806955;;;;;;;;;;;17350;"{""addr:housenumber"": ""1"", ""building"": ""yes"", ""addr:city"": ""Saint - Savinien"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Quai Claude Quessot""}"
42.6930785,9.451043;Museum cafe;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:street"": ""Place du donjon""}"
45.5789895,-0.5480065;Le Français;;;;;;;;;;17800;"{""addr:housenumber"": ""1"", ""building"": ""yes"", ""addr:city"": ""Pons"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""amenity_1"": ""restaurant"", ""addr:street"": ""Place de la R\u00e9publique""}"
50.1290265,1.9378047999999999;Le Centulois;;;;;;;;;;;
47.3171178,6.6044459;;;;;;;;;;;;
48.9054619,2.3324436;Bistrot de St-Ouen;;;;;;;;;;;
48.8696894,2.3630317;Alabama;;;;Mardi-Samedi 17h00-02h00;;;;;;75010;"{""addr:housenumber"": ""32"", ""internet_access"": ""wlan"", ""addr:street"": ""Rue Albert Thomas""}"
49.1869826,-0.403537;Le Radar;;;;Lundi-Samedi 06h00-20h30;;;;;;;"{""shop"": ""kiosk"", ""contact:phone"": ""+33 2 31732143""}"
48.8199342,2.3104224;;;;;;;;;;;;
48.1362118,-2.7032161;L'argoat;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.5949075,4.9388768;Cafe d’Entressen;;;;;;;;;;;
42.7002304,2.8953367;L'Echoppe;;;;;;;;;;66000;"{""addr:housenumber"": ""4"", ""addr:city"": ""Perpignan"", ""addr:street"": ""Rue de l'Incendie""}"
44.8435897,-0.5707443999999999;Simone;;;;;;;;;;;"{""name:fr"": ""Simone Cocktailerie & cuisine""}"
43.5679955,7.1142139;Le New Orleans;;;;;;;;;;;
46.8696245,-1.7576046;Le Sporting;;;;;;;;;;;
48.8456461,2.3490639;Le bateau ivre;;;;;;;;;;;
49.4071707,2.7776576;La Boîte a Mousse;;;;;;;;;;;
47.8561215,-1.5106503;Bar Épicerie An Alloz;;;;;;;;;;35320;
44.8266687,-0.5573975;Le Toulousain;;;;;yes;;;;;;"{""cuisine"": ""french"", ""outdoor_seating"": ""yes"", ""toilets"": ""yes""}"
43.2776831,3.3579086;Le Moka Bierre Belge;;;;;;;;;;;
43.317326,3.4664872;Au Café de la Gare;;;;;;;;;;;"{""toilets"": ""no"", ""outdoor_seating"": ""yes""}"
43.303696,3.4844427;Le Sporting;;;;;;;;;;;
47.9954658,-4.1062835;Le terre au Duc;;;;;;;;;;;"{""description"": ""PMU"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Quimper"", ""addr:street"": ""Rue Ren\u00e9 Madec""}"
48.805069,2.1276569;Les Badauds;;https://www.lesbadauds.fr/;+33172787296;Mardi-Dimanche 17h30-02h00;;;;;;;
46.5758269,5.7501492;Chez Phil et Nat;;;;;;;;;;;"{""ref:FR:SIRET"": ""81868887100016"", ""source"": ""INSEE - 06/2019"", ""bookmaker"": ""yes"", ""tobacco"": ""yes"", ""newsagent"": ""yes""}"
45.1380416,0.45073749999999996;;;;;;;;;;;;"{""shop"": ""newsagent""}"
48.9032977,2.3153505;One Each;;;;;;;;;;;
47.2564448,-2.258885;La Vecquerie;;;;;;;;;;;
49.5042523,0.094016;;;;;;;;;;;;
47.8206717,-1.8227491;Le Relais;"yes;various;Grimbergen;Kronenbourg";;+33 2 99 34 72 79;"Lundi-Dimanche 08h00-19h30; Lundi off";;;;;;35480;"{""addr:housenumber"": ""3"", ""terrace"": ""yes"", ""addr:city"": ""Guipry-Messac"", ""addr:street"": ""Square de la Libert\u00e9""}"
47.8106834,-3.3401503999999997;Le Saint-Pat;;;+33 2 97 05 70 39;;;;;;;56850;"{""addr:city"": ""Caudan"", ""addr:street"": ""Place Louis le Laennec""}"
46.0411237,0.9564999;Le Café du Marché;yes;;;;;;;;;87330;"{""addr:housenumber"": ""15"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Mortemart"", ""addr:street"": ""Place Royale""}"
43.425021,6.7626149;La gueule de bois;;;;;;;;;;;
43.6602755,6.9235667;Le Fontenoy;;;;;;;;;;;
43.7650935,7.4837504;;;;;;;;;;;;
49.7162205,4.7807412;;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
47.3942158,0.6822381;Au Fut et à Mesure;yes;;;;;;;;;37000;"{""addr:housenumber"": ""24"", ""addr:city"": ""Tours"", ""addr:street"": ""Rue de la Monnaie""}"
48.8411186,2.3302088;Bubble T. Paris;;;;Lundi-Vendredi 11h00-19h00, Samedi-Dimanche 11h00-20h00;;;;;;75014;"{""addr:housenumber"": ""209"", ""cuisine"": ""bubble_tea"", ""addr:city"": ""Paris"", ""smoking"": ""no"", ""outdoor_seating"": ""no"", ""addr:street"": ""Boulevard Raspail""}"
46.0480126,5.3357774;;;;;;;;;;;;
48.3404891,-4.7197931;L'Univers;;;;;;;;;;;"{""shop"": ""newsagent"", ""source"": ""survey"", ""tobacco"": ""yes""}"
49.8323716,1.4016043;Chez Titi;;;;;;;;;;;
42.3672252,8.7909084;A Muvrella;;;;;;;;;;;
43.2937486,5.3837122;La Brasserie Communale;"yes;various";http://brasseriecommunale.fr/;;;;;;;;;"{""contact:street"": ""Cours Julien"", ""contact:housenumber"": ""57""}"
48.5828578,7.7532478;Le Gayot;;;;;;;;;;;
44.9675113,5.4151228;;;;;;;;;;;;
48.8100285,2.3211173;La Terrasse du CAM;;http://laterrasseducam.fr;+33 1 46 21 29 26;"09h00-19h00; Jeudi-Samedi 09h00-23h30";;;;;;;"{""outdoor_seating"": ""yes"", ""email"": ""contact@laterrasseducam.fr""}"
46.653084,5.779614;L'Embuscade;yes;;+33 3 84 25 99 63;;;;;;;39130;"{""addr:housenumber"": ""11"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Doucier"", ""addr:street"": ""Rue du Moulin""}"
48.8661114,2.3485632;Chalet Bar;;;;;;;;;;75002;"{""addr:housenumber"": ""16"", ""outdoor_seating"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Saint-Sauveur""}"
48.8650958,2.3475286;La Pompadour;;;;;;;;;;75002;"{""addr:housenumber"": ""16"", ""outdoor_seating"": ""no"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue Marie Stuart""}"
43.3026838,-0.3687813;Bar du foirail;;;;;;;;;;;
47.2157563,-1.5443164999999999;Drole de Barge;;;;;yes;;;;;;
43.4840891,-1.4999166;El Joko;;https://www.el-joko.com/;;;;;;;;;"{""club"": ""board_games"", ""description"": ""bar \u00e0 jeux""}"
42.6955644,2.8902023;Le Voltaire;;;;;;;;;;;"{""source"": ""mapillary""}"
43.6623166,7.1949362;Le Crack;;;;;;;;;;;"{""description"": ""Bar PMU snack""}"
42.0810554,9.3631094;Bar Farni;;;;;;;;;;;"{""alt_name"": ""Bar Farniente""}"
43.9483231,4.8076460999999995;Tapis rouge;;;;;;;;;;;"{""source"": ""survey"", ""was:name"": ""L'ampelos"", ""survey:date"": ""2019-08-05"", ""bar"": ""wine_bar""}"
43.137851,6.3685063;Le Balto;;;;;;;;;;;
47.2204255,-1.5630513;l'Aquoiboniste;;;;"Lundi 17h00-20h00; Mardi,Mercredi 08h00-12h00,14h00-20h00; Jeudi,Vendredi 08h00-23h00; Samedi 10h00-20h00";limited;;;;;;"{""shop"": ""alcohol"", ""drink:wine"": ""yes"", ""survey:date"": ""2018-10-27"", ""winery"": ""yes"", ""food"": ""yes"", ""wine:type"": ""red;white;rose;sparkling"", ""contact:phone"": ""+33 2 40 89 73 67"", ""drink:beer"": ""yes""}"
47.3940386,0.6810130999999999;La Vida Loca;;http://lavidalocatours.fr;;;;;;;;;
49.1665059,0.7861815;Café des Sports;;;;;;;;;;;
44.9901408,3.6783451;Le Kompost'L;;;;;;;;;;;
44.9594923,3.5473756;Pub le Killy's;;;;;;;;;;;
48.8477191,2.3522802;Le 2bis Café;;;;;;;;;;;
47.2474796,6.0569774;PMU;;;;;;;;;;;
45.7581758,4.8360855;Budda-Bar;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
50.62002,3.0650166;Le Midland;;https://facebook.com/LeMidland/;;;;;;;;;"{""toilets"": ""yes"", ""survey:date"": ""2019-05"", ""level"": ""0""}"
42.7009132,2.889799;Le Corsaire;;;;;;;;;;66000;"{""addr:housenumber"": ""39"", ""addr:city"": ""Perpignan"", ""addr:street"": ""Avenue Mar\u00e9chal Leclerc""}"
46.3461725,4.8501636999999995;;;;;;;;;;;;
45.2057091,0.6666261;L'Embuscade;;;;;;;;;;;"{""tobacco"": ""yes""}"
43.606551,1.4464793999999999;L'Électro Bar;;;;;;;;;;;"{""level"": ""0""}"
46.0521322,3.9303467999999997;Bar du Tacot;;;;;;;;;;;"{""source"": ""Observations personnelles""}"
45.4859853,6.5310234;Bar à Bières;;;;;;;;;;;
49.6121281,3.2196978;Le balto;;;;;;;;;;;
44.9343189,6.5878552;Le Playoff;;https://www.leplayoff.com/;+33 6 52 41 44 14;;;;;;;;"{""outdoor_seating"": ""yes"", ""email"": ""barleplayoff@gmail.com""}"
48.2225595,6.2253072;Bar le Carnot (Tabac, Presse);yes;;;;;;;;;;
45.1869665,5.7310858;La Quintessence;;;;;;;;;;;
45.5906305,5.2782883;Café du Champ de Mars;;;;;;;;;;;
48.9835317,6.0203739;H4;;;;;;;;;;54530;"{""addr:housenumber"": ""6"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Pagny-sur-Moselle"", ""addr:street"": ""Rue de Serre""}"
45.4425036,6.6475708000000004;La Cave du miracle;;;;;;;;;;;
49.4442194,1.0991044;Le 3 Pièces;;;;;limited;;;;;76000;"{""addr:housenumber"": ""49"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Rouen"", ""addr:street"": ""Place du G\u00e9n\u00e9ral de Gaulle""}"
48.8445539,2.3835215;Barracuda;;;;;;;;;;;
47.2392606,6.0240067;Bar de la Poste;;;;;;;;;;;
50.6396575,3.0145548;Le Central;;;;;limited;;;;;;"{""addr:street"": ""Avenue de la R\u00e9publique""}"
47.9729573,0.5551600999999999;Le Belga;;;;;;;;;;72440;"{""addr:housenumber"": ""3"", ""addr:city"": ""Bouloire"", ""addr:street"": ""Place du Ch\u00e2teau""}"
48.881001,2.4152437;Melting Potes;;;;;;;;;;;
43.95121,4.8128668;Bar tabac des Carmes;;;;;;;;;;;"{""name:oc"": ""Bar tabat dei Carmes"", ""outdoor_seating"": ""yes"", ""tobacco"": ""yes""}"
43.8294114,5.7863211;Les Alpilles;;;;;;;;;;;
48.8667149,2.3336984;paul;;;;;;;;;;;"{""name:it"": ""paul""}"
43.9025203,1.1389388;Bar / Restaurant;;;;;;;;;;82600;"{""outdoor_seating"": ""yes"", ""addr:city"": ""Saint-Sardos"", ""addr:street"": ""Parking""}"
48.919414,2.3432757;Le Terminus;;;;;;;;;;;
45.8516583,5.0567815;Bar de l'Aurore;;;;;;;;;;;
45.6271391,-1.0319196;Le Préam'bulles;;;;;;;;;;;
50.646508,3.0537538;Le Rouge;;;;;;;;;;;"{""level"": ""0""}"
48.8660797,2.3571858;L'Opium du Peuple;;;;Lundi-Dimanche 17h00-02h00;;;;;;;
47.8551091,-3.8511541;Le Maryland;;;;;;;;;;;
43.7005785,7.2813637;;;;;;;;;;;;"{""name:en"": ""Bar a Apero""}"
49.616831,0.756357;Café de l'Hôtel de Ville;;;;;;;;;;76190;"{""addr:housenumber"": ""2"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Yvetot"", ""addr:street"": ""Place de l'H\u00f4tel-de-Ville""}"
43.1828898,3.0028304;Brasserie des Quatres Fontaines;;;;;;;;;;;"{""alt_name"": ""Brasserie des 4 Fontaines""}"
43.4598996,2.0025415;Le baccarat;;;;;;;;;;;
48.7942403,-1.3970042999999999;Bar de l'union;;;;;;;;;;;
43.7582516,-0.0336934;;;;;;;;;;;;
47.1859053,3.9457826;Café des Sports;;;+33670796634;;;;;;;;"{""outdoor_seating"": ""yes"", ""email"": ""cafedessports@outlook.com""}"
48.8653888,2.2380513;La Clairière;;;;;yes;;;;;;"{""outdoor_seating"": ""yes""}"
45.3053955,4.1144654;;;;;;;;;;;;
48.4441893,1.4886367;Le Rustic;;;;;;;;;;;
48.0951916,-1.7695248000000001;Le Zinc;;;+33 2 99 14 79 17;;yes;;;;;35650;"{""addr:housenumber"": ""36"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2011"", ""addr:city"": ""Le Rheu"", ""addr:street"": ""Route Nationale""}"
47.0387925,5.4129508;Bar des Sports;;;;;;;;;;;"{""ref:FR:SIRET"": ""41305656500018"", ""source"": ""INSEE - 06/2019""}"
48.1108173,-1.6694008999999999;Le Tiffany's Pub;;;;;;;;;;35000;"{""addr:housenumber"": ""19"", ""facebook"": ""https://www.facebook.com/tiffanysrennes/"", ""addr:city"": ""Rennes"", ""outdoor_seating"": ""yes"", ""email"": ""tiffanysrennes@gmail.com"", ""addr:street"": ""Rue Paul Bert""}"
47.1148579,-1.9393232;;;;;;;;;;;;
45.7678384,4.8363191;Les Muses de l'Opéra;;https://www.opera-lyon.com/fr/informations-pratiques/les-muses;;Lundi-Samedi 18h30-23h30;;;;;;;"{""description"": ""Rooftop.""}"
48.9599502,2.8772044;;;;;;;;;;;;
45.0573984,5.7701557999999995;La Féria;;;;"Lundi-Mardi 06h30-20h00;Jeudi 06h30-20h00;Vendredi 06h30-24h00;Samedi 07h45-24h00;Dimanche 07h45-13h00";limited;;;;;;"{""outdoor_seating"": ""yes""}"
45.4005005,2.4997213;Le Carre d'As;;;;;;;;;;;
43.5973898,5.960138;Provence;;;;;;;;;;;
42.5674087,8.7581807;L'Oasis;;;;;;;;;;;
46.8844907,-0.9001232;Café des Sports;;;;;;;;;;;"{""outdoor_seating"": ""yes""}"
49.1848907,-0.3589942;Izakaya;;;;"Mardi-Vendredi 12h00-14h00, 17h30-01h00; Samedi 17h30-01h00";;;;;;;"{""cuisine"": ""tapas: japanese"", ""contact:phone"": ""+33 2 31718152""}"
48.8515441,2.3438278;Monk;;;;;;;;;;;
45.9565792,2.1681064;Bar de la Tour;;;;;;;;;;;
44.8376271,-0.5718944;La vie moderne;;;;;;;;;;;
47.6173035,-0.46808439999999996;;;;;;;;;;;;
44.9423641,4.8945541;La Casa Bar;;;;;;;;;;;
48.067823,-3.2053792;L'Embuscade;;;;;;;;;;;
48.2613926,-1.3993451000000001;La Grosse Roche;;;;;;;;;;;
45.9358222,6.6305689999999995;Blackout Bar Esport;;;;;;;;;;;
50.6272602,3.0392307;Au Carrefour;;;;"Lundi-Vendredi 10h00-21h00; Samedi 10h00-16h00";limited;;;;;;"{""building"": ""apartments"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2008""}"
43.8398868,4.3186343;Le Méridien;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2009""}"
48.3907969,-4.4907511;Le BaraGwin;;;;;;;;;;29200;"{""bmo:type"": ""D"", ""building"": ""yes"", ""addr:city"": ""Brest"", ""source"": ""BMO2009"", ""addr:street"": ""Rue Alg\u00e9siras""}"
47.395471,0.6879508;Le Commerce;;;;;;;;;;37200;"{""addr:housenumber"": ""23"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2008"", ""addr:street"": ""Rue Colbert""}"
47.3960577,0.6932798;L'Académie de la Bière;;;;;;;;;;37000;"{""addr:housenumber"": ""43"", ""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2008"", ""addr:street"": ""Rue Lavoisier""}"
46.5756846,5.9554455;Ex'Aequo;;;;;;;;;;;"{""building"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre ; mise \u00e0 jour : 2010""}"
48.2319688,-1.6091463;Le Rosann';;;;;;;;;;;"{""building"": ""yes"", ""source"": ""Direction general des finances publiques cadastre 2010""}"
49.8983585,2.3009242;La Taverne Electrik;;;;;;;;;;;
48.4658285,-4.7596585000000005;Le Triskell;;;;;;;;;;;"{""smoking"": ""outside""}"
43.6407873,5.0577113;Bar de Bel Air;;;;;;;;;;;
43.6136278,5.0582566;Tropic Apéro;;;;;;;;;;;
47.6969592,-3.2511114;Le Card Hu;;;;;;;;;;;"{""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014""}"
48.8246481,4.9860162;Le Pub Saint-Georges;;;;;;;;;;;"{""addr:housenumber"": ""1"", ""source"": ""Direction G\u00e9n\u00e9rale des Finances Publiques - cadastre. Mise \u00e0 jour : 2014"", ""alt_name"": ""Le Pub St-Georges""}"
47.2777558,-2.2120961;La Marée Monte;;;+33240222314;;;;;;;44600;"{""addr:housenumber"": ""66"", ""outdoor_seating"": ""yes"", ""addr:city"": ""Saint-Nazaire"", ""addr:street"": ""Rue de Stalingrad""}"
47.2752738,-2.2075426;Le Trou du Fût;Guinness;http://www.letroudufut.fr;+33240222188;Lundi-Dimanche 11h00-02h00;;;;;;44600;"{""addr:housenumber"": ""19"", ""smoking"": ""outside"", ""addr:city"": ""Saint-Nazaire"", ""addr:street"": ""Rue du 28 F\u00e9vrier 1943""}"
47.0829432,2.3963077999999998;Le Facteur;"Pelforth;Desperados";http://www.groupe-chauvineau.com/le-facteur;;"Lundi-Mardi 09h00-20h00; Vendredi-Samedi 09h00-00h00";;;;;;;"{""addr:housenumber"": ""26"", ""cuisine"": ""brasserie"", ""contact:phone"": ""+33248686617"", ""outdoor_seating"": ""yes"", ""addr:street"": ""Rue Moyenne""}"
49.1744633,1.3357947000000001;;;;;;;;;;;;
48.8476473,2.3185907;Le Balto;;;;;;;;;;75007;"{""addr:housenumber"": ""74"", ""description"": ""Tabac"", ""addr:city"": ""Paris"", ""addr:street"": ""Rue de S\u00e8vres""}"
45.7210047,5.9233456;"Bar/restaurant ""les Aiguilles""";;;;;;;;;;;
48.8549571,2.3538809;La Chope des Compagnons;;;;;;;;;;;
50.7618946,3.1784811;'t Paradijs;;;;;;;;;;;
46.7145999,0.1550793;;;;;;;;;;;;
45.9476546,-0.5038987;La Minute Blonde;;;0953895054;Mardi-Samedi 10h30-13h00,15h00-20h00;;;;;;;"{""shop"": ""alcohol"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Imp\u00f4ts - Cadastre. Mise \u00e0 jour : 2014"", ""drink:beer"": ""yes""}"
46.6738132,5.5539239;La Paix;;;+33 3 84 24 19 91;;;;;;;39000;"{""addr:housenumber"": ""10"", ""addr:city"": ""Lons-le-Saunier"", ""contact:housenumber"": ""10"", ""outdoor_seating"": ""yes"", ""payment:cash:XLT-PIVE"": ""yes"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2014"", ""old_name"": ""Caf\u00e9 de la Paix"", ""currency:XLT"": ""PIVE"", ""old_name_1"": ""Le QG"", ""addr:street"": ""Rue de Ronde""}"
46.436292,5.3425003;L'Escale;;;+33 9 77 78 86 62;;;;;;;39160;"{""addr:housenumber"": ""10"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2014"", ""addr:city"": ""Saint-Amour"", ""addr:street"": ""Place d'Armes""}"
48.8636741,2.3696764;Ex nihilo;;;;;;;;;;;
43.5980382,1.3359597;;;;;;;;;;;;"{""operator"": ""U.S.Colomiers Tennis""}"
49.7222562,-2.200345;The Moorings;;;;;;;;;;;
48.8214312,2.2927067;Bristol Café;;;+33 1 46 42 09 57;;;;;;;;"{""source"": ""survey""}"
43.4080701,5.0537824;Cercle des pêcheurs;;;;;;;;;;;
43.4076744,5.0542676;Bar du port;;;;;;;;;;;
45.4399282,4.4027755;The Cooling Bar;;;;;;;;;;;"{""smoking"": ""outside""}"
48.8535077,2.3747389;Meltdown Café;;;;;;;;;;;
49.7408091,0.9715349;;;;;;;;;;;;
48.8367795,0.9141941;Le Cadre Noir;;;+33 2 32 29 73 54;;yes;;;;;;"{""addr:housenumber"": ""232"", ""smoking"": ""no"", ""alt_name"": ""Tabac, Bar"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2014""}"
48.2669802,-1.1430135;Bar l'Escale;;;;;;;;;;;"{""shop"": ""kiosk"", ""tobacco"": ""yes""}"
47.6582438,-2.7493677;Vin À L'Heure;;;;;;;;;;;
48.8166077,2.3340055;Select;;;;;;;;;;;"{""source"": ""survey""}"
47.519618,-1.2966682;Le Tonic;;;+33 2 28 01 31 79;;;;;;;44440;"{""addr:housenumber"": ""7"", ""addr:city"": ""Riaill\u00e9"", ""addr:street"": ""Rue de Bretagne""}"
49.8975731,2.2867272;La Hotoie;;;;;;;;;;;
44.8332476,-0.564885;Les Copains D'abord;;;;;;;;;;;"{""cuisine"": ""fish_and_chips""}"
47.8995649,1.907441;La Buvette;;;;;limited;;;;;45000;"{""addr:housenumber"": ""28"", ""addr:city"": ""Orl\u00e9ans"", ""addr:street"": ""Rue du Poirier""}"
48.8936023,-0.2015744;Le Triangle Tabac Bar;;;;"Lundi-Vendredi 06h00-20h00; Samedi 07h00-19h00";;;;;;;"{""addr:housenumber"": ""23"", ""addr:street"": ""Porte du Ch\u00e2teau""}"
45.1934739,6.657676;Les Arcades;;;;;;;;;;;"{""source"": ""survey""}"
48.1199103,-1.681162;Le Nerval;;;;"Lundi-Vendredi 07h00-20h00; Samedi 08h00-20h00";;;;;;;"{""shop"": ""newsagent"", ""lottery"": ""yes"", ""tobacco"": ""yes""}"
48.8444349,2.4060748;Bar de l'Avenue;;;;;;;;;;;
46.432423299999996,4.6608617;Le Bistrot;;http://www.lebistrotdecluny.fr;;;;;;;;;"{""source"": ""Conseil g\u00e9n\u00e9ral de la Sa\u00f4ne-et-Loire - Agence de D\u00e9veloppement Touristique - 03/2013""}"
47.3905894,-1.2936309;Snc Beaufreton;;;+33 2 40 96 52 45;;;;;;;44521;"{""addr:housenumber"": ""11"", ""shop"": ""tobacco"", ""addr:city"": ""Couff\u00e9"", ""shop_1"": ""newsagent"", ""addr:street"": ""Place Saint-Pierre""}"
44.2039378,0.6156756999999999;Le temple de la Bière;;;;;;;;;;;"{""source"": ""survey 2017""}"
48.6706544,6.1789944;Le Wilson;;;;;;;;;;;"{""addr:housenumber"": ""1"", ""source"": ""survey""}"
45.8324892,1.0087557;Jarraud Jany;;;;;;;;;;;
48.8578074,2.3707699;Le verre à ballon;;;;;no;;;;;;
46.9495571,1.9901494999999998;L'univers;;;;;;;;;;;
45.8387623,1.4921863;;;;;;;;;;;;
44.8343155,-0.5635048;Le black sheep;;;;"Jeudi-Samedi 17h00-02h00; Dimanche-Mercredi 17h00-00h00";;;;;;;
45.9998836,5.0298853;Le Concorde;;;;;;;;;;;
47.8217377,2.8455145;Café du Centre;;;+33 2 38 96 08 32;;;;;;;;"{""addr:housenumber"": ""74"", ""source"": ""cadastre-dgi-fr source : Direction G\u00e9n\u00e9rale des Finances Publiques - Cadastre. Mise \u00e0 jour : 2015""}"
47.0769743,2.4004411;Le Château d'Eau;;;;;;;;;;;
47.854565,-2.8349375;Le Chouchen;;;;;;;;;;;
45.7705306,4.8675072;Le Paris;;;;;;;;;;;
